Latitude,Longitude,Vs30,Period,Basis,X/Y Values
37.785000,-122.440000,259,0.20,4,0.005,0.0075,0.0113,0.0169,0.0253,0.038,0.057,0.0854,0.128,0.192,0.288,0.432,0.649,0.973,1.46,2.19,3.28,4.92,7.38
,,,,,0.508854,0.480617,0.436449,0.378241,0.31073,0.242043,0.180528,0.129711,0.0894435,0.058446,0.0353932,0.0190894,0.0086375,0.00309029,0.000805069,0.000139278,1.39779e-05,5.40213e-07,2.92657e-09
