Latitude,Longitude,Vs30,Period,Basis,X/Y Values
37.785000,-122.440000,259,3.00,4,0.0025,0.006,0.0098,0.0137,0.0192,0.0269,0.0376,0.0527,0.0738,0.103,0.145,0.203,0.284,0.397,0.556,0.778,1.09,1.52,2.13,3.3
,,,,,0.224322,0.132281,0.0961949,0.0759488,0.0584066,0.0435169,0.031349,0.0217466,0.014672,0.00972495,0.00621712,0.00382928,0.00218966,0.00112601,0.000503019,0.000189851,5.70756e-05,1.27075e-05,1.72004e-06,3.37551e-08
